Model,Sparsity,Avg_Firing_Rate,Latency_ms,Dynamic_Power_W,Energy_per_Sample_mJ
SNN (Sparse),0.9998671343588891,0.00013286564111088714,4.097776779999549,12.075089999999975,49.48102341840466
Dense_SNN,0.565343330303828,0.43465666969617206,4.072590410005432,12.271659999999994,49.97744483084724
ANN,0.0,1.0,0.48383433999333647,12.645639999999972,6.1183948831933215
