epoch,train_loss,train_acc,train_sparsity,val_loss,val_acc,val_sparsity,lr
1,1.8228626510093424,21.02044235924933,0.6086758182344956,1.7630660445601851,22.25467289719626,0.6343255690586422,0.04995066821070679
2,1.7283952137100793,26.667225201072387,0.6323783457332474,1.6735184280960649,30.78271028037383,0.6421501253858025,0.04980286753286195
3,1.6223800399667776,60.45576407506702,0.6651806074982779,1.5938494646990742,65.42056074766356,0.6691186222029322,0.04955718126821722
4,1.5847790944352547,67.76977211796246,0.6754172884586988,1.5672884340639468,69.39252336448598,0.6800145278742284,0.04921457902821577
5,1.5749499647610947,68.36461126005362,0.6777127007483585,1.5543354175708912,70.9696261682243,0.6852665653935186,0.04877641290737884
6,1.5640674104000225,69.19403485254692,0.6818729872092052,1.5607486300998263,70.9696261682243,0.6922441647376544,0.04824441214720628
7,1.5592687117190527,69.83914209115281,0.6847732943333713,1.5590085630063657,68.98364485981308,0.6882550274884259,0.04762067631165049
8,1.5567946871867449,70.04021447721179,0.6866524524460743,1.5442205358434606,70.85280373831776,0.6948332609953703,0.04690766700109659
9,1.5499716821368834,70.60991957104558,0.6895781325590831,1.5470462375217013,70.73598130841121,0.6920060522762347,0.04610819813755038
10,1.5489949531273932,70.33344504021447,0.6918190537391764,1.541078355577257,71.08644859813084,0.6987500602816359,0.045225424859373684
11,1.544668139145777,70.57640750670241,0.6938264446401304,1.5329098171657987,71.84579439252336,0.6972008222415126,0.04426283106939473
12,1.5433934783168517,70.58478552278821,0.6965901773353044,1.5370562518084492,71.43691588785046,0.6991298345871914,0.043224215685535285
13,1.5397758336872582,71.48123324396782,0.6987831638368559,1.5328956886574074,72.48831775700934,0.7003836926118828,0.04211367764821721
14,1.5409375745553433,71.28016085790885,0.6994432951585859,1.5386589898003473,69.62616822429906,0.7019510151427468,0.04093559974371724
15,1.5373503305317568,71.54825737265415,0.7028827476544076,1.5271103470413774,71.67056074766356,0.707050841531636,0.03969463130731183
16,1.532997357941185,71.76608579088472,0.7053661840743956,1.5307306360315394,72.60514018691589,0.7098147545331791,0.03839566987447491
17,1.5319519343388943,72.23525469168901,0.7083291261988733,1.5214691162109375,73.01401869158879,0.7116578655478394,0.03704384185254288
18,1.5302814874828021,72.36092493297588,0.7112174108158378,1.5236341688368056,73.1892523364486,0.712794174382716,0.03564448228912681
19,1.528162756490324,72.57037533512064,0.7147725420780113,1.5209780092592593,73.71495327102804,0.7199857735339508,0.034203113817116944
20,1.5274531444979098,72.30227882037534,0.7163571276709478,1.520580150462963,73.53971962616822,0.7224754050925926,0.03272542485937368
21,1.5263740111931399,72.7044235924933,0.7175344529963693,1.5215844048394098,73.30607476635514,0.7206232518325618,0.03121724717912136
22,1.5227994113441448,72.77982573726541,0.7205052272191105,1.5115401656539351,73.94859813084112,0.7245445722415125,0.029684532864643114
23,1.5199917241651315,73.28250670241287,0.7223621452621738,1.5130829987702545,73.24766355140187,0.7230330102237654,0.028133330839107608
