epoch,train_loss,train_acc,train_sparsity,val_loss,val_acc,val_sparsity,lr
1,3.9013215726421726,51.74731182795699,0.0,1.449332645645848,68.04906542056075,0.0,0.0009755282581475768
2,1.3237848669610999,69.41364247311827,0.0,1.185159025368867,71.55373831775701,0.0,0.0009045084971874737
3,0.9888002819591953,74.66397849462365,0.0,0.792196104923884,78.15420560747664,0.0,0.0007938926261462366
4,0.7809936931376816,78.125,0.0,0.7527031743967975,78.15420560747664,0.0,0.0006545084971874737
5,0.7056075820839534,79.44388440860214,0.0,0.6272198392285241,81.77570093457943,0.0,0.0005
6,0.6189159936802362,81.1575940860215,0.0,0.6608023511038886,80.95794392523365,0.0,0.00034549150281252633
7,0.582585147151383,82.23286290322581,0.0,0.5775001534709224,83.64485981308411,0.0,0.00020610737385376348
8,0.555251233279705,82.61088709677419,0.0,0.5729426802308472,82.71028037383178,0.0,9.549150281252633e-05
9,0.5252577651252028,82.98891129032258,0.0,0.5302695714765124,84.69626168224299,0.0,2.4471741852423235e-05
10,0.522809478464306,83.24932795698925,0.0,0.5224893468397634,84.22897196261682,0.0,0.001
11,0.5808128468612189,82.25806451612904,0.0,0.6311852843673141,81.83411214953271,0.0,0.0009938441702975688
12,0.5633146323824442,82.55208333333333,0.0,0.4975985249987355,84.57943925233644,0.0,0.0009755282581475768
13,0.5075794611406582,84.12298387096774,0.0,0.5080160316493776,85.2803738317757,0.0,0.0009455032620941839
14,0.4713622797881403,84.84543010752688,0.0,0.44208707963978805,85.98130841121495,0.0,0.0009045084971874737
15,0.44334082553784054,85.57627688172043,0.0,0.40920516572616716,87.26635514018692,0.0,0.0008535533905932737
16,0.40738521003594963,86.29872311827957,0.0,0.4590114305416743,86.03971962616822,0.0,0.0007938926261462366
17,0.394905752512396,86.54233870967742,0.0,0.3763866689470079,87.96728971962617,0.0,0.0007269952498697733
18,0.3607030701973746,87.76041666666667,0.0,0.38779674580803625,87.85046728971963,0.0,0.0006545084971874737
19,0.35131569392979145,87.9872311827957,0.0,0.41345878331749525,87.26635514018692,0.0,0.0005782172325201155
20,0.3386867905175814,88.46606182795699,0.0,0.35883460800956796,88.60981308411215,0.0,0.0005
21,0.3224588055764475,89.1633064516129,0.0,0.46576702925894,84.46261682242991,0.0,0.0004217827674798847
22,0.312338977090774,89.10450268817205,0.0,0.3380718098746406,88.96028037383178,0.0,0.00034549150281252633
23,0.30438490716680405,89.60013440860214,0.0,0.34446920068175707,88.3177570093458,0.0,0.00027300475013022663
24,0.2898782931909125,89.91935483870968,0.0,0.32977877336519734,88.96028037383178,0.0,0.00020610737385376348
25,0.2880664889210014,89.65053763440861,0.0,0.31174038019445205,89.66121495327103,0.0,0.00014644660940672628
26,0.27606966699002894,90.3225806451613,0.0,0.3069001971571534,89.89485981308411,0.0,9.549150281252633e-05
27,0.26916362160956986,90.57459677419355,0.0,0.30446713390173735,90.1285046728972,0.0,5.449673790581611e-05
28,0.26898501693241056,90.5325940860215,0.0,0.3037364286956964,90.01168224299066,0.0,2.4471741852423235e-05
29,0.2645169631527957,90.74260752688173,0.0,0.3048589629707513,90.01168224299066,0.0,6.15582970243117e-06
30,0.2676643565377241,90.75940860215054,0.0,0.3018515557050705,90.07009345794393,0.0,0.001
31,0.35956221778867065,87.86122311827957,0.0,0.3395455711417728,88.55140186915888,0.0,0.000998458666866564
32,0.3399825697384214,88.5836693548387,0.0,0.35465021045119677,88.43457943925233,0.0,0.0009938441702975688
33,0.3363907969887218,88.71807795698925,0.0,0.4430688807257899,87.20794392523365,0.0,0.0009861849601988384
34,0.3170411054004905,89.39012096774194,0.0,0.3414924809778178,88.78504672897196,0.0,0.0009755282581475768
35,0.28075713642262,90.5325940860215,0.0,0.32957112623585594,88.25934579439253,0.0,0.0009619397662556434
36,0.2944572238071311,89.77654569892474,0.0,0.2988096737751254,90.24532710280374,0.0,0.0009455032620941839
37,0.2792271713335668,90.43178763440861,0.0,0.4317766433512723,86.56542056074767,0.0,0.0009263200821770461
38,0.27252847164548855,90.33938172043011,0.0,0.33281514545281726,89.54439252336448,0.0,0.0009045084971874737
39,0.27194787986496444,90.7174059139785,0.0,0.32777877317534554,88.96028037383178,0.0,0.0008802029828000156
40,0.24804509399078226,91.42305107526882,0.0,0.3448336058192783,89.07710280373831,0.0,0.0008535533905932737
41,0.266863905694536,90.69220430107526,0.0,0.3356989351687608,88.78504672897196,0.0,0.000824724024165092
42,0.23678053607062627,91.7926747311828,0.0,0.28298483071503816,91.06308411214954,0.0,0.0007938926261462366
43,0.2271622931684858,91.93548387096774,0.0,0.3054989797097665,90.42056074766356,0.0,0.0007612492823579744
44,0.22715859908250072,92.06149193548387,0.0,0.2812143404174734,90.59579439252336,0.0,0.0007269952498697733
45,0.23365925961444456,91.76747311827957,0.0,0.36171653977146856,88.25934579439253,0.0,0.000691341716182545
46,0.22668182229002318,91.83467741935483,0.0,0.26289157624597903,91.64719626168224,0.0,0.0006545084971874737
47,0.21702944499350363,92.24630376344086,0.0,0.2660558157496982,90.47897196261682,0.0,0.0006167226819279528
48,0.20711358580538022,92.59072580645162,0.0,0.3238540633961006,89.19392523364486,0.0,0.0005782172325201155
49,0.21173192033924723,92.54872311827957,0.0,0.3177050605968193,89.1355140186916,0.0,0.0005392295478639225
50,0.2074111044326777,92.4815188172043,0.0,0.2563647793398963,90.65420560747664,0.0,0.0005
