dataset,model,seed,encoding,augment,T,epochs,best_epoch,val_acc,test_acc,training_time,power,latency,params
dermamnist,SNN,42,direct,True,6,8,6,69.99002991026919,68.3291770573566,35.9743378162384,29.417199999999998,0.11506466562423157,119363
dermamnist,DenseSNN,42,direct,True,6,8,2,66.89930209371884,66.88279301745636,21.085155725479126,17.783799999999996,0.24296716093772375,119367
