dataset,model,seed,encoding,augment,T,epochs,best_epoch,val_acc,test_acc,training_time,power,latency,params
pathmnist,SNN,42,direct,True,8,8,8,84.13634546181527,82.40947075208913,602.3573603630066,23.045500000000004,0.14642869375052214,119527
pathmnist,DenseSNN,42,direct,True,8,8,6,40.65373850459816,53.74651810584958,376.5925464630127,15.815000000000001,0.3883778187528719,119531
