dataset,model,seed,encoding,augment,T,test_acc,power_w,latency_ms_per_sample,energy_mj_per_sample,spike_rate,theoretical_macs_saving,ann_reference_macs,ann_reference_flops
pathmnist,SNN,42,direct,False,6,82.01949860724234,22.7925,0.13483476406435102,3.0732213599367206,0.15304589891854373,0.8469541010814563,1906617,3813234
pathmnist,SNN,43,direct,False,6,82.63231197771587,25.073600000000006,0.12931679687682163,3.2424376381706757,0.16342239114534354,0.8365776088546565,1906617,3813234
pathmnist,DenseSNN,42,direct,False,6,61.16991643454039,22.3869,0.25077759687519574,5.6141329834853195,0.19979489358405758,0.0,1906617,3813234
pathmnist,DenseSNN,43,direct,False,6,62.86908077994429,21.381400000000003,0.21592306250113324,4.616737368561731,0.21461479752784995,0.0,1906617,3813234
pathmnist,ANN,42,direct,False,6,84.72144846796657,15.454000000000002,0.033312703126853194,0.5148145141223893,,0.0,1906617,3813234
pathmnist,ANN,43,direct,False,6,85.51532033426184,14.084900000000001,0.03969548749580554,0.5591069718296715,,0.0,1906617,3813234
