dataset,model,seed,encoding,augment,T,epochs,best_epoch,val_acc,test_acc,training_time,power,latency,params
pathmnist,SNN,42,direct,True,6,8,8,83.48660535785686,82.42339832869081,399.02797389030457,32.304899999999996,0.13437019843607345,119527
pathmnist,DenseSNN,42,direct,True,6,8,6,40.61375449820072,53.21727019498607,320.36690974235535,18.1005,0.24366961250024133,119531
